Date,Price
6/1/20,244.5572052
7/1/20,243.2584991
8/1/20,241.0552216
9/1/20,239.2226105
10/1/20,270.7252808
11/1/20,260.6799927
12/1/20,268.2370605
13/1/20,267.5228271
14/1/20,350.2635193
15/1/20,339.3953247
16/1/20,325.9784851
17/1/20,366.9769897
18/1/20,339.116272
19/1/20,338.3051147
20/1/20,343.8071594
21/1/20,343.4217834
22/1/20,347.2313232
23/1/20,324.8680115
24/1/20,319.5209045
25/1/20,311.3583374
26/1/20,346.9978638
27/1/20,362.6493225
28/1/20,378.8591309
29/1/20,381.5235291
30/1/20,392.9721375
31/1/20,375.3895569
1/2/20,381.0133667
2/2/20,378.2730103
3/2/20,383.8786926
4/2/20,380.5999756
5/2/20,442.0081482
6/2/20,442.7859192
7/2/20,439.753418
8/2/20,443.5063171
9/2/20,449.8135986
10/2/20,452.8875122
11/2/20,461.2581787
12/2/20,475.4805298
13/2/20,474.3179932
14/2/20,491.1606445
15/2/20,437.6649475
16/2/20,415.9406433
17/2/20,409.344574
18/2/20,418.874176
19/2/20,382.2194214
20/2/20,372.4815979
21/2/20,379.3971863
22/2/20,373.8331299
23/2/20,401.6355286
24/2/20,377.5785828
25/2/20,353.9774475
26/2/20,316.6441345
27/2/20,323.285675
28/2/20,313.627533
29/2/20,308.3262329
1/3/20,313.3034668
2/3/20,336.7932739
3/3/20,329.2382507
4/3/20,319.2500916
5/3/20,337.244812
6/3/20,348.8934937
7/3/20,330.8061218
8/3/20,276.1997986
9/3/20,273.2071228
10/3/20,271.7152405
11/3/20,266.8554688
12/3/20,152.2249908
13/3/20,176.4947205
14/3/20,167.5847168
15/3/20,178.3112793
16/3/20,170.7366486
17/3/20,180.3263855
18/3/20,179.0923309
19/3/20,221.2685547
20/3/20,214.424942
21/3/20,219.3675079
22/3/20,203.672287
23/3/20,219.3304749
24/3/20,227.2460938
25/3/20,220.4403534
26/3/20,226.8231201
27/3/20,217.5833435
28/3/20,214.2246704
29/3/20,206.463501
30/3/20,221.5381012
31/3/20,219.627594
1/4/20,224.0209503
2/4/20,232.6527863
3/4/20,235.8133392
4/4/20,238.8193359
5/4/20,231.9979858
6/4/20,255.9195099
7/4/20,252.0573273
8/4/20,266.2397156
9/4/20,257.4815979
10/4/20,233.0908203
11/4/20,232.0534363
12/4/20,235.7919617
13/4/20,223.8518982
14/4/20,221.9703369
15/4/20,215.5068665
16/4/20,235.5927734
18/4/20,243.0789948
19/4/20,233.5887909
20/4/20,221.5682831
21/4/20,221.7474365
22/4/20,233.2998505
23/4/20,236.5959473
24/4/20,239.768692
25/4/20,239.717865
26/4/20,246.2655792
27/4/20,243.2716522
28/4/20,243.7009888
29/4/20,257.4924316
30/4/20,249.8429565
1/5/20,257.228241
2/5/20,261.9789734
3/5/20,252.5444794
4/5/20,245.4697723
5/5/20,244.5923157
6/5/20,245.8161163
7/5/20,252.6612854
8/5/20,261.4407959
9/5/20,266.1372986
10/5/20,232.7978821
11/5/20,234.9545898
12/5/20,233.1196747
13/5/20,239.1601257
14/5/20,241.8567963
15/5/20,235.5139618
16/5/20,236.6460114
17/5/20,241.1920624
18/5/20,247.8253021
19/5/20,245.9324341
20/5/20,239.5227509
21/5/20,228.3959045
22/5/20,234.5031891
23/5/20,234.977356
24/5/20,224.8321991
25/5/20,230.5638275
26/5/20,227.220871
27/5/20,233.5209503
28/5/20,239.4075317
29/5/20,238.1483459
30/5/20,251.29953
31/5/20,239.8770294
1/6/20,255.3521881
2/6/20,249.0532227
3/6/20,252.0636139
4/6/20,256.6848145
5/6/20,256.7554016
6/6/20,253.2701569
7/6/20,254.335144
8/6/20,255.1183014
9/6/20,255.3044128
10/6/20,257.252594
11/6/20,236.4372864
12/6/20,242.2387848
13/6/20,241.1611633
14/6/20,238.7619629
15/6/20,236.2717743
16/6/20,237.5287628
17/6/20,240.4536285
18/6/20,236.9623718
19/6/20,232.3312073
20/6/20,231.904541
21/6/20,231.2866974
22/6/20,239.7896881
23/6/20,240.8084564
24/6/20,233.1557922
25/6/20,232.41362
26/6/20,230.1076965
27/6/20,218.4089203
28/6/20,222.7122192
29/6/20,225.1970215
30/6/20,221.991684
1/7/20,223.6864319
2/7/20,222.303772
3/7/20,221.5625305
4/7/20,225.3276825
5/7/20,221.843277
6/7/20,241.6320953
7/7/20,237.1467285
8/7/20,243.2302094
9/7/20,238.8558502
10/7/20,237.9202423
11/7/20,236.6622162
12/7/20,236.7690582
13/7/20,232.4286499
14/7/20,230.0078888
15/7/20,227.2715149
16/7/20,224.0158386
17/7/20,222.8077545
18/7/20,224.2528992
19/7/20,227.0964355
20/7/20,222.7543182
21/7/20,229.5620575
